sku,slug,model,category,parameter,value,unit,notes,url,updated
КОН-BX_YQ4-499,bx-yq4,BX YQ4,Контроллеры YQ-серии,Внешняя память:,Max 4 Gb,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-420,bx-yq4,BX YQ4,Контроллеры YQ-серии,Вывод звука:,"Есть, Jack 3.5 мм",mm,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-456,bx-yq4,BX YQ4,Контроллеры YQ-серии,Количество рядов и тип хаба:,BX-V / BX-V75 / BX-V75L,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-456,bx-yq4,BX YQ4,Контроллеры YQ-серии,Количество рядов и тип хаба:,8 разъемов T75,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-456,bx-yq4,BX YQ4,Контроллеры YQ-серии,Количество рядов и тип хаба:,2 разъема 50PIN,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-559,bx-yq4,BX YQ4,Контроллеры YQ-серии,Конфигурация оборудования:,"Аппаратное декодирование, Процессор 1GHz, 512MB DRAM",,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-368,bx-yq4,BX YQ4,Контроллеры YQ-серии,Максимальная высота:,Без ограничений,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-697,bx-yq4,BX YQ4,Контроллеры YQ-серии,Максимальная длина:,Без ограничений,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-433,bx-yq4,BX YQ4,Контроллеры YQ-серии,Максимальная мощность:,≤ 4 Вт,W,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-224,bx-yq4,BX YQ4,Контроллеры YQ-серии,Напряжение:,5V,V,3.5V~6V,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-224,bx-yq4,BX YQ4,Контроллеры YQ-серии,Напряжение:,5V,V,3.5V-6V,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-224,bx-yq4,BX YQ4,Контроллеры YQ-серии,Напряжение:,5V,V,"4~6,5V",http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-224,bx-yq4,BX YQ4,Контроллеры YQ-серии,Напряжение:,5V,V,4~6V,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-232,bx-yq4,BX YQ4,Контроллеры YQ-серии,Память:,1 Gb,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-232,bx-yq4,BX YQ4,Контроллеры YQ-серии,Память:,512 Mb,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-232,bx-yq4,BX YQ4,Контроллеры YQ-серии,Память:,4 Gb,,,http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
КОН-BX_YQ4-920,bx-yq4,BX YQ4,Контроллеры YQ-серии,Площадь управления:,1920K пикселей: 1920*1024,,"W≤1920, H≤1024",http://onbon.ru/product/controllers-yq/bx-yq4,2026-03-28 15:54:04
