sku,slug,model,category,parameter,value,unit,notes,url,updated
КОН-BX_YQ2AE-153,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Видео интерфейсы:,"2 входных канала (1 DVI и 1 CV), 1 DVI выходной канал",V,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-499,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Внешняя память:,Max 4 Gb,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-499,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Внешняя память:,Max 4Gb,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-420,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Вывод звука:,"Есть, Jack 3.5 мм",mm,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-172,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Количество видео зон,2,,"1 зона 1080p, 1 зона 720p",http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-456,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Количество рядов и тип хаба:,BX-V / BX-V75 / BX-V75L,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-456,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Количество рядов и тип хаба:,12 разъемов T75,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-559,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Конфигурация оборудования:,"Аппаратное декодирование, Процессор 1.2GHz, 1GB DRAM",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-559,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Конфигурация оборудования:,"Программное декодирование, Процессор 1GHz, 512MB DRAM",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-433,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Максимальная мощность:,≤ 4 Вт,W,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-224,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Напряжение:,5V,V,3.5V~6V,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-224,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Напряжение:,5V,V,3.5V-6V,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-232,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Память:,4 Gb,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-232,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Память:,1 Gb,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-232,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Память:,512 Mb,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-920,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Площадь управления:,"480K пикселей: 800*600 (W≤1920, H≤1024）",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-920,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Площадь управления:,"2048*128, 1024*256, 673*384, 512*512, 256*1024",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-920,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Площадь управления:,384*384,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-920,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Площадь управления:,"1024*192, 768*256, 512*384, 384*512, 256*768",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-920,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Площадь управления:,"12288*32, 6144*64, 4096*96, 3072*128, 2048*192, 1024*384, 512*768, 384*1024",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-558,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Поддержка датчиков:,"Температура, Температура и влажность, ИК пульт, Датчик яркости",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-558,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Поддержка датчиков:,"Температура, Температура и влажность, ИК, Датчик яркости",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-778,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Принимающие карты:,BX-V (2 шт. 50 PIN) / BX-V75 (12 шт. 15 T75) / BX-V75L,,8 шт. 15 T75,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-942,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Режим соединения:,"Ethernet, SD, USB, 3GW(CDMA), 4G",,CDMA,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-942,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Режим соединения:,"Ethernet, USB, 3GW",,CDMA,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-942,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Режим соединения:,"Ethernet, USB-port, SD",,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
КОН-BX_YQ2AE-495,bx-yq2ae,BX YQ2AE,Контроллеры YQ-серии,Тип поддерживаемых модулей:,Полноцветные,,,http://onbon.ru/product/controllers-yq/bx-yq2ae,2026-03-28 15:54:15
