sku,slug,model,category,parameter,value,unit,notes,url,updated
ПИТ-5V2A_POWER-224,5v2a-power-adapter,5V2A POWER ADAPTER,Питание и кабели,Напряжение:,5V,V,,http://onbon.ru/product/power-cables/5v2a-power-adapter,2026-03-28 15:52:48
ПИТ-5V2A_POWER-224,5v2a-power-adapter,5V2A POWER ADAPTER,Питание и кабели,Напряжение:,5V,V,3.5V~6V,http://onbon.ru/product/power-cables/5v2a-power-adapter,2026-03-28 15:52:48
ПИТ-5V2A_POWER-613,5v2a-power-adapter,5V2A POWER ADAPTER,Питание и кабели,Сила тока:,2А,,,http://onbon.ru/product/power-cables/5v2a-power-adapter,2026-03-28 15:52:48
