sku,slug,model,category,parameter,value,unit,notes,url,updated
ПРИ-BX_6Q2L-499,bx-6q2l,BX 6Q2L,Приёмные карты,Внешняя память:,Max 4Gb,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-420,bx-6q2l,BX 6Q2L,Приёмные карты,Вывод звука:,"Есть, Jack 3.5 мм",mm,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-456,bx-6q2l,BX 6Q2L,Приёмные карты,Количество рядов и тип хаба:,8 разъемов T75,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-456,bx-6q2l,BX 6Q2L,Приёмные карты,Количество рядов и тип хаба:,12 разъемов T75,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-559,bx-6q2l,BX 6Q2L,Приёмные карты,Конфигурация оборудования:,"Программное декодирование, Процессор 1GHz, 512MB DRAM",,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-368,bx-6q2l,BX 6Q2L,Приёмные карты,Максимальная высота:,Без ограничений,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-697,bx-6q2l,BX 6Q2L,Приёмные карты,Максимальная длина:,Без ограничений,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-433,bx-6q2l,BX 6Q2L,Приёмные карты,Максимальная мощность:,≤ 4 Вт,W,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-224,bx-6q2l,BX 6Q2L,Приёмные карты,Напряжение:,5V,V,3.5V-6V,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-224,bx-6q2l,BX 6Q2L,Приёмные карты,Напряжение:,5V,V,4~6V,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-224,bx-6q2l,BX 6Q2L,Приёмные карты,Напряжение:,5V,V,3.5V~6V,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-224,bx-6q2l,BX 6Q2L,Приёмные карты,Напряжение:,5V,V,"4~6,5V",http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-232,bx-6q2l,BX 6Q2L,Приёмные карты,Память:,512 Mb,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-232,bx-6q2l,BX 6Q2L,Приёмные карты,Память:,1 Gb,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-920,bx-6q2l,BX 6Q2L,Приёмные карты,Площадь управления:,"1024*128, 672*192, 512*256, 336*384, 256*512",,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-920,bx-6q2l,BX 6Q2L,Приёмные карты,Площадь управления:,384*384,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-920,bx-6q2l,BX 6Q2L,Приёмные карты,Площадь управления:,2560*1024 1280*2048 @60Hz; 2560*2048 @30Hz,Hz,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-920,bx-6q2l,BX 6Q2L,Приёмные карты,Площадь управления:,384*256,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-558,bx-6q2l,BX 6Q2L,Приёмные карты,Поддержка датчиков:,"Температура, Температура и влажность, ИК, Датчик яркости",,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-558,bx-6q2l,BX 6Q2L,Приёмные карты,Поддержка датчиков:,"Температура, Температура и влажность, ИК пульт, Датчик яркости",,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-778,bx-6q2l,BX 6Q2L,Приёмные карты,Принимающие карты:,BX-V (2 шт. 50 PIN) / BX-V75 (12 шт. 15 T75) / BX-V75L,,8 шт. 15 T75,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-942,bx-6q2l,BX 6Q2L,Приёмные карты,Режим соединения:,"Ethernet, USB, 3GW",,CDMA,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-942,bx-6q2l,BX 6Q2L,Приёмные карты,Режим соединения:,"Ethernet, USB-port, SD",,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
ПРИ-BX_6Q2L-495,bx-6q2l,BX 6Q2L,Приёмные карты,Тип поддерживаемых модулей:,Полноцветные,,,http://onbon.ru/product/receiving-cards/bx-6q2l,2026-03-28 15:53:44
