sku,slug,model,category,parameter,value,unit,notes,url,updated
ВИД-OVP_M1-652,ovp-m1,OVP M1,Видеопроцессоры,CV,2,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-843,ovp-m1,OVP M1,Видеопроцессоры,DVI,1,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-843,ovp-m1,OVP M1,Видеопроцессоры,DVI,2,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-709,ovp-m1,OVP M1,Видеопроцессоры,HDMI,1,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-147,ovp-m1,OVP M1,Видеопроцессоры,SDI (Модуль),1,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-389,ovp-m1,OVP M1,Видеопроцессоры,SDI LOOP,1,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-393,ovp-m1,OVP M1,Видеопроцессоры,VGA,1,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-197,ovp-m1,OVP M1,Видеопроцессоры,Вес,5.18Kg,kg,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-153,ovp-m1,OVP M1,Видеопроцессоры,Видео интерфейсы:,"Входные: 2 CV, 1 DVI, 1 VGA, 1 HDMI, SDI ; Выходные: 1 SDI, 2 DVI, 4 Ethernet",V,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-153,ovp-m1,OVP M1,Видеопроцессоры,Видео интерфейсы:,"Входные: 2 CV, 1 DVI, 1 HDMI; Выходные: 1 DVI, 2 Ethernet",,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-153,ovp-m1,OVP M1,Видеопроцессоры,Видео интерфейсы:,"Входные: 2 CV, 1 DVI, 1 VGA, 1 HDMI, 1 SDI ; Выходные: 1 SDI, 1 DVI, 2 Ethernet",V,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-718,ovp-m1,OVP M1,Видеопроцессоры,Входное напряжение,100-240V~ 50/60Hz,V,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-321,ovp-m1,OVP M1,Видеопроцессоры,Допустимая влажность,15-85%,%,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-834,ovp-m1,OVP M1,Видеопроцессоры,Кол-во пикселей,2600Kпикселей;2560*1024 @60Hz,Hz,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-270,ovp-m1,OVP M1,Видеопроцессоры,Макс. высота,1920,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-949,ovp-m1,OVP M1,Видеопроцессоры,Макс. длина,3840,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-920,ovp-m1,OVP M1,Видеопроцессоры,Площадь управления:,2600K пикселей; 2560*1024 @60Hz,Hz,W≤3840; H≥1920,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-920,ovp-m1,OVP M1,Видеопроцессоры,Площадь управления:,1300K пикселей; 1280*1024 @60Hz,Hz,W≤2048; H≥1024,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-920,ovp-m1,OVP M1,Видеопроцессоры,Площадь управления:,1300K пикселей: 1280*1024 @60Hz,Hz,W≤2048 ; H≥1024,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-924,ovp-m1,OVP M1,Видеопроцессоры,Потребляемая мощность,≤20W,W,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-884,ovp-m1,OVP M1,Видеопроцессоры,Рабочая температура,-20—55℃,°C,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-282,ovp-m1,OVP M1,Видеопроцессоры,Размеры,482.6mm（Ш）×300mm（Г）×66.6mm（В）,mm,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-080,ovp-m1,OVP M1,Видеопроцессоры,Разъем,Кол-во,,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
ВИД-OVP_M1-990,ovp-m1,OVP M1,Видеопроцессоры,Способы управления,"Keys on Video Processor, IR controller, Ledshow software",,,http://onbon.ru/product/videoprocessory/ovp-m1,2026-03-28 15:54:33
